Role,Company,Location,Duration,Posted,Skills,Applicants,est_stipend,Gender
Marketing,Magic Touch,Thane,3 Months,3 weeks ago,"Digital Marketing, English Proficiency (Spoken), MS-Excel",0,8500,Any
Sales,VYB Store,Delhi,3 Months,3 weeks ago,"Effective Communication, English Proficiency (Spoken), English Proficiency (Written), Hindi Proficiency (Spoken), Lead Generation, Marketing, MS-Excel, Negotiation, Sales",59,7500,Any
Marketing,DTYLE AI NUVIEW PVT LTD,Chennai,6 Months,3 weeks ago,"English Proficiency (Spoken), Hindi Proficiency (Spoken)",65,35000,Any
Sales,Bhive Technology,WFH,3 Months,3 weeks ago,"Digital Marketing, Facebook Marketing, Instagram Marketing, Search Engine Marketing (SEM), Search Engine Optimization (SEO), Social Media Marketing",93,5000,Any
Cinematography,Filmbaker,Bangalore,3 Months,3 weeks ago,"Photography, Video Making",47,12500,Any
Marketing,Nixace Technologies,Mumbai,3 Months,3 weeks ago,"Canva, Digital Marketing, Google Analytics, Search Engine Optimization (SEO), Social Media Marketing",62,2500,Any
Marketing,The Fans World,Mumbai,6 Months,3 weeks ago,"Blogging, Creative Writing, Digital Marketing, English Proficiency (Spoken), English Proficiency (Written), Facebook Marketing, Instagram Marketing, Search Engine Marketing (SEM), Search Engine Optimization (SEO), Social Media Marketing",168,15000,Any
Web Development,NDFM Business World Pvt. Ltd.,WFH,4 Weeks,3 weeks ago,"Express.js, Java, MongoDB, MySQL, Node.js, Python, REST API, Spring Boot, Spring Data JPA, Spring MVC",1000,1100,Any
Marketing,Pinacle Web India,Thane,3 Months,3 weeks ago,"Digital Marketing, English Proficiency (Written), Facebook Marketing, Search Engine Marketing (SEM), Search Engine Optimization (SEO), Social Media Marketing",89,3000,Any
Marketing,Pinacle Web India,Navi Mumbai,3 Months,3 weeks ago,"Digital Marketing, English Proficiency (Written), Facebook Marketing, Search Engine Marketing (SEM), Search Engine Optimization (SEO), Social Media Marketing",89,3000,Any
Marketing,Pinacle Web India,Mumbai,3 Months,3 weeks ago,"Digital Marketing, English Proficiency (Written), Facebook Marketing, Search Engine Marketing (SEM), Search Engine Optimization (SEO), Social Media Marketing",89,3000,Any
Marketing,Pinacle Web India,Vashi,3 Months,3 weeks ago,"Digital Marketing, English Proficiency (Written), Facebook Marketing, Search Engine Marketing (SEM), Search Engine Optimization (SEO), Social Media Marketing",89,3000,Any
SEO,Make In Brand (PWI),Thane,3 Months,3 weeks ago,"Digital Marketing, Google AdWords, Google Analytics, Search Engine Marketing (SEM), Search Engine Optimization (SEO), Social Media Marketing",0,3000,Any
SEO,Make In Brand (PWI),Navi Mumbai,3 Months,3 weeks ago,"Digital Marketing, Google AdWords, Google Analytics, Search Engine Marketing (SEM), Search Engine Optimization (SEO), Social Media Marketing",0,3000,Any
SEO,Make In Brand (PWI),Vashi,3 Months,3 weeks ago,"Digital Marketing, Google AdWords, Google Analytics, Search Engine Marketing (SEM), Search Engine Optimization (SEO), Social Media Marketing",0,3000,Any
Web Development,NDFM Business World Pvt. Ltd.,WFH,4 Weeks,3 weeks ago,"AngularJS, CSS, HTML, JavaScript, Node.js, React, REST API",1000,1100,Any
HR,Tech Analogy,WFH,3 Months,3 weeks ago,"Database Management System (DBMS), Effective Communication, English Proficiency (Spoken), English Proficiency (Written), Interpersonal skills, Management, Market Analysis, Marketing Strategies , Market research, MS-Excel, MS-Office, MS-Word, Operations",665,3000,Any
Sales,myfollo,Delhi,3 Months,3 weeks ago,"Client Interaction, Client Relationship, Cold Calling, Lead Generation",74,11500,Any
Sales,myfollo,Gurgaon,3 Months,3 weeks ago,"Client Interaction, Client Relationship, Cold Calling, Lead Generation",74,11500,Any
Web Development,NDFM Business World Pvt. Ltd.,WFH,4 Weeks,3 weeks ago,"Express.js, HTML, JavaScript, MongoDB, MySQL, Node.js, React, REST API",780,1100,Any
Sales,MSAFE Equipments Pvt Ltd,Mumbai,3 Months,3 weeks ago,Sales,30,17500,Any
Sales,Zensei Search Labs,Bangalore,3 Months,3 weeks ago,"B2B Sales, Effective Communication, English Proficiency (Spoken), MS-Office",61,17500,Any
Graphic Design,Mirror Photos LLC,WFH,3 Months,3 weeks ago,"Adobe After Effects, Adobe Photoshop, MidJourney (GenAI), UI & UX Design, Video Editing",376,12500,Any
Analytics,NDFM Business World Pvt. Ltd.,WFH,4 Weeks,3 weeks ago,"Data Analytics, Data Science, MS-Excel, Python, SQL",1000,1100,Any
Recruitment,Letsone.in,WFH,3 Months,3 weeks ago,"English Proficiency (Spoken), English Proficiency (Written), Hindi Proficiency (Spoken), MS-Excel, MS-Office, Recruitment, Time Management, Zoom",488,3775,Any
Social Media,Templatolio,Delhi,3 Months,3 weeks ago,"Canva, Client Relationship, Content Editing, Copywriting, Creative Writing, Design Thinking, Display Ads, Fashion Designing, Hospitality, Photography, Social Media Marketing",187,12500,Any
Social Media,Templatolio,Gurgaon,3 Months,3 weeks ago,"Canva, Client Relationship, Content Editing, Copywriting, Creative Writing, Design Thinking, Display Ads, Fashion Designing, Hospitality, Photography, Social Media Marketing",187,12500,Any
Video Making/Editing,Barsaati Films,Delhi,3 Months,3 weeks ago,"Adobe Premiere Pro, DaVinci Resolve, Video Editing",256,18500,Any
Marketing,Superbottoms,Navi Mumbai,6 Months,3 weeks ago,"Content Management, Marketing",0,7500,Any
Marketing,Superbottoms,Mumbai,6 Months,3 weeks ago,"Content Management, Marketing",0,7500,Any
Marketing,Indian Staffing Federation,Delhi,6 Months,3 weeks ago,"Digital Marketing, Email Marketing, English Proficiency (Written), Facebook Marketing, Search Engine Marketing (SEM), Search Engine Optimization (SEO), Social Media Marketing",177,11750,Any
Software,NDFM Business World Pvt. Ltd.,WFH,4 Weeks,3 weeks ago,"CSS, HTML, Java, JavaScript, MySQL, Node.js, Python, React, REST API, Spring Boot, SQL",1000,1100,Any
Web Development,NDFM Business World Pvt. Ltd.,WFH,4 Weeks,3 weeks ago,"AngularJS, CSS, HTML, Java, JavaScript, MongoDB, MySQL, Node.js, PostgreSQL, Python, React, Spring Boot, Spring Data JPA, Spring MVC, SQL",1000,1100,Any
Marketing,Mitahaar,Gurgaon,6 Months,3 weeks ago,"Business Development, Instagram Marketing",71,7000,Any
Web Development,BLUECS.IN,WFH,3 Months,3 weeks ago,"Android, Dart, Firebase, Flutter, iOS, REST API, Socket.IO",871,11000,Any
Marketing,Raj Arora,Gurgaon,6 Months,3 weeks ago,"Digital Marketing, Facebook Marketing, Instagram Marketing, Social Media Marketing",37,4000,Any
Web Development,The Agency Source,Delhi,6 Months,3 weeks ago,"Django, Elasticsearch, Flask, MySQL, Python, React",725,10000,Any
Public Relations,SRF Staffing And Recruitment Industry Federation,WFH,1 Month,3 weeks ago,"English Proficiency (Spoken), English Proficiency (Written)",166,0,Any
Event Management,Parivestra,WFH,3 Months,3 weeks ago,"Coordination, English Proficiency (Spoken), English Proficiency (Written), Event Management, Leadership, MS-Office, Team Management",393,4000,Any
Sales,Quess Corp Ltd.,Kolkata,6 Months,3 weeks ago,Sales Support,0,12000,Any
Sales,AK Electricals,Delhi,3 Months,3 weeks ago,"Client Interaction, Computer skills, Marketing Strategies , Sales Management",38,6500,Any
Marketing,Ashva Wearable Technologies,Bangalore,3 Months,3 weeks ago,"Digital Marketing, Email Marketing, English Proficiency (Spoken), English Proficiency (Written), Search Engine Marketing (SEM), Social Media Marketing",59,16000,Any
Marketing,CBOS,Dehradun,3 Months,3 weeks ago,"Canva, Content Marketing, Digital Marketing, English Proficiency (Spoken), Figma, Social Media Marketing",58,13500,Any
Marketing,Clariwell Global Services,Pune,4 Months,3 weeks ago,"Digital Marketing, Email Marketing, Search Engine Marketing (SEM), Search Engine Optimization (SEO), Social Media Marketing",63,11000,Any
Client Acquisition,Gyansthan Education Services LLP,Mumbai,3 Months,3 weeks ago,"Effective Communication, English Proficiency (Spoken), Market research, MS-Excel, Networking, Sales",0,5500,Any
Administration,Panchgavya Vidyapeetham,Faridabad,1 Month,3 weeks ago,"English Proficiency (Spoken), English Proficiency (Written), Hindi Proficiency (Spoken), MS-Excel, MS-Office, MS-Word",87,8500,Any
SEO,Toadsters Technologies Pvt. Ltd.,Noida,3 Months,3 weeks ago,"English Proficiency (Written), Google AdWords, Google Analytics, Search Engine Marketing (SEM), Search Engine Optimization (SEO)",100,5500,Any
Interior Design,Gamma Group Pvt. Ltd.,Navi Mumbai,6 Months,3 weeks ago,"AutoCAD, Autodesk 3ds Max, Autodesk 123D design, Color Theory, Digital Art, Google SketchUp , Interior design, Project Management, Sketching",50,12500,Any
Web Development,Kaushal Sharma,WFH,6 Months,3 weeks ago,"Bootstrap, CSS, HTML, JavaScript, Node.js, React, Redux, Tailwind CSS",1000,12000,Any
HR,Allo Innoware,WFH,6 Months,3 weeks ago,"English Proficiency (Spoken), Interview Coordination, Interviewing, MS-Excel, Recruitment, Resume screening",925,7500,Any
AI,SCG Foundation,Delhi,3 Months,3 weeks ago,"AI Voiceover, Generative AI Tools",299,9000,Any
Video Making/Editing,Shaadi Filmer,Lucknow,3 Months,3 weeks ago,"Adobe Premiere Pro, Video Editing",27,11500,Any
HR,Apport Software Solutions Pvt. Ltd.,Mumbai,6 Months,3 weeks ago,"English Proficiency (Spoken), English Proficiency (Written), MS-Excel",119,8750,Any
Sales,Accsus Management,Ahmedabad,3 Months,3 weeks ago,"Marketing, Sales",46,16000,Any
Analytics,Millennium Money Finance,WFH,1 Month,3 weeks ago,"Advanced Excel, Effective Communication, Equity Research, MS-PowerPoint",481,1100,Any
Marketing,Satyadeep Gupta,WFH,3 Months,3 weeks ago,"Creative Writing, Digital Marketing, Email Marketing, English Proficiency (Spoken), English Proficiency (Written), Facebook Marketing, Instagram Marketing, Search Engine Marketing (SEM), Search Engine Optimization (SEO), Social Media Marketing",1000,31500,Any
Video Making/Editing,Solucionvalley IT Solutions (OPC) Pvt. Ltd.,WFH,3 Months,3 weeks ago,"Adobe After Effects, Digital Marketing, English Proficiency (Spoken), Video Editing",103,8000,Any
UI/UX Design,TheBlackJabGroup,WFH,3 Months,3 weeks ago,"Adobe Illustrator, Adobe Photoshop, Canva, Figma, UI & UX Design",1000,80000,Any
Content Writing,GS Analytics Pvt. Ltd.,WFH,3 Months,3 weeks ago,"Blogging, Content Editing, Creative Writing, English Proficiency (Written)",1000,10000,Any
Customer Support,Srishty Medical Pvt Ltd,Delhi,6 Months,3 weeks ago,"English Proficiency (Spoken), English Proficiency (Written), Hindi Proficiency (Spoken), MS-Excel, MS-Office, MS-PowerPoint, Time Management, Typing",106,7500,Any
Content & E-Commerce Management,Big Internet E-commerce Pvt. Ltd.,WFH,3 Months,3 weeks ago,"English Proficiency (Spoken), English Proficiency (Written), MS-Excel",334,6500,Any
UI/UX Design,TNIT Services LLP,WFH,2 Months,3 weeks ago,"Figma, UI & UX Design, User Interface (UI) Development, Web development, Wireframing",633,5500,Any
Python Dev,Infoware,WFH,5 Months,3 weeks ago,Python,767,6500,Any
Analytics,Gharpayy,WFH,2 Months,3 weeks ago,"MS-Excel, MS-Office, PHP, Python, SQL",1000,6500,Any
Marketing,Garg Sanitary & Hardware Store,Chandigarh,1 Month,3 weeks ago,"Video Editing, Videography",0,3500,Any
Marketing,Garg Sanitary & Hardware Store,Mohali,1 Month,3 weeks ago,"Video Editing, Videography",0,3500,Any
Marketing,Garg Sanitary & Hardware Store,Panchkula,1 Month,3 weeks ago,"Video Editing, Videography",0,3500,Any
Sales,True Funds & Insurance Marketing Pvt. Ltd.,Ghaziabad,6 Months,3 weeks ago,"English Proficiency (Spoken), MS-Excel",0,12500,Any
Marketing,Recrivio,WFH,1 Month,3 weeks ago,"English Proficiency (Spoken), English Proficiency (Written), Hindi Proficiency (Spoken), MS-Excel, MS-Office, Social Media Marketing",766,10000,Any
Marketing,QURVII,Noida,3 Months,3 weeks ago,"Content Editing, Content Marketing, Content Writing, Social Media Marketing",92,15500,Any
Market Research,Tech Analogy,WFH,3 Months,3 weeks ago,"Business Research, Effective Communication, English Proficiency (Spoken), Market Analysis, Market research, MS-Excel, Research and Analytics",654,2750,Any
Content Creator,Confluencr,Bangalore,3 Months,3 weeks ago,"Video Editing, Videography",74,11000,Any
Marketing,Aone Ad,WFH,3 Months,3 weeks ago,YouTube Ads,54,1500,Any
HR,8Views,Hyderabad,3 Months,3 weeks ago,"Employment engagement, English Proficiency (Spoken), Human Resource Information System (HRIS), Human Resources, Performance Management, Recruitment, Team Management, Training and Development",157,7500,Any
Sales,The OmniJobs,WFH,3 Months,3 weeks ago,"Effective Communication, MS-Excel, Sales, Sales Management, Sales Strategy",86,6000,Any
Video Making/Editing,Nextsolutions.in,WFH,6 Months,3 weeks ago,"Video Editing, Video Making",555,17500,Any
Sales,Expert Right,WFH,6 Months,3 weeks ago,"English Proficiency (Spoken), English Proficiency (Written)",174,8000,Any
Sales,Reshu And Realty,Bangalore,3 Months,3 weeks ago,"Client Relationship, Effective Communication, Interpersonal skills",69,70000,Any
Marketing,Whiskoria,Pune,3 Months,3 weeks ago,"Adobe Illustrator, Branding, Canva, Client Interaction, Content Marketing, English Proficiency (Spoken), Event Management, Hindi Proficiency (Spoken), Hospitality, Interpersonal skills, Marathi Proficiency(Spoken), Social Media Marketing",88,2000,Any
Marketing,Priyam IT Services Pvt. Ltd.,Pune,3 Months,3 weeks ago,"Creative Writing, Digital Marketing, English Proficiency (Spoken), English Proficiency (Written), Facebook Marketing, Instagram Marketing, Search Engine Marketing (SEM), Search Engine Optimization (SEO), Social Media Marketing",32,6500,Any
Graphic Design,Satlaa Jewel Pvt. Ltd.,WFH,3 Months,3 weeks ago,"Adobe Illustrator, Adobe Photoshop, Canva, UI & UX Design",850,11500,Any
Graphic Design,Big Internet E-commerce Pvt. Ltd.,WFH,3 Months,3 weeks ago,"Adobe After Effects, Adobe Creative Suite, Adobe Illustrator, Adobe InDesign, Adobe Photoshop, Adobe Photoshop Lightroom CC, Adobe Premiere Pro, CorelDRAW, UI & UX Design, Video Editing",475,6500,Any
Analytics,ANG Capital Services Pvt. Ltd.,WFH,5 Months,3 weeks ago,Equity Research,1000,7501,Any
Graphic Design,Big Internet E-commerce Pvt. Ltd.,WFH,3 Months,3 weeks ago,"Adobe After Effects, Adobe Animate, Adobe Illustrator, Adobe Photoshop, Adobe Premiere Pro, Animation, Video Editing, Video Making",167,9000,Any
Project Management,Big Internet E-commerce Pvt. Ltd.,WFH,1 Month,3 weeks ago,"Effective Communication, Interpersonal skills",1000,9000,Any
Teaching,Unimonks,Delhi,4 Months,3 weeks ago,Teaching,111,10000,Any
Sales,QUDE,Kolkata,2 Months,3 weeks ago,Effective Communication,59,5000,Any
Sales,QUDE,Hooghly,2 Months,3 weeks ago,Effective Communication,59,5000,Any
Sales,QUDE,Howrah,2 Months,3 weeks ago,Effective Communication,59,5000,Any
Sales,QUDE,Sonarpur,2 Months,3 weeks ago,Effective Communication,59,5000,Any
Sales,QUDE,Maheshtala,2 Months,3 weeks ago,Effective Communication,59,5000,Any
Marketing,TrustTheChild Montessori School,Chennai,3 Months,3 weeks ago,"English Proficiency (Written), Instagram Marketing, Social Media Marketing",65,7500,Any
Marketing,Grow Keys Media,Pune,6 Months,3 weeks ago,"Digital Marketing, English Proficiency (Spoken), English Proficiency (Written), Social Media Marketing",36,8500,Any
Graphic Design,Innoplexus Consulting Services Pvt. Ltd.,Pune,6 Months,3 weeks ago,"Adobe After Effects, Adobe Creative Suite, Adobe Photoshop, Adobe Premiere Pro, Figma, Video Editing",0,14000,Any
Content Writing,Impulse Digital,Thane,3 Months,3 weeks ago,"Content Editing, Creative Writing, Search Engine Optimization (SEO)",26,4500,Any
Sales,Special You,Delhi,3 Months,3 weeks ago,Effective Communication,94,11000,Any
Sales,Wordstag,Ahmedabad,2 Months,3 weeks ago,"Email Marketing, English Proficiency (Spoken), English Proficiency (Written), Microsoft Outlook, MS-Excel",0,9500,Any
Graphic Design,Realm Incorporated,Mumbai,3 Months,3 weeks ago,"Adobe After Effects, Adobe Creative Suite, Adobe Illustrator, Adobe InDesign, Adobe Photoshop, Adobe Premiere Pro, Figma, Graphic Design, Video Editing",39,10000,Any
Sales,Pentagon Steel Engineering LLP,Thane,2 Months,3 weeks ago,"Effective Communication, Market research",47,17500,Any
Sales,Pentagon Steel Engineering LLP,Mumbai,2 Months,3 weeks ago,"Effective Communication, Market research",47,17500,Any
Marketing,Rimigo,Bangalore,3 Months,3 weeks ago,"AI Video Generation, Social Media Marketing, Video Editing",58,7500,Any
Marketing,Sankey Business Solutions Pvt. Ltd.,Thane,3 Months,3 weeks ago,"Digital Marketing, Email Marketing, Social Media Marketing",26,10000,Any
Marketing,SoBr Digital,Chennai,3 Months,3 weeks ago,"Copywriting, Social Media Marketing",60,6250,Any
Marketing,Inventravel,Mumbai,3 Months,3 weeks ago,Social Media Marketing,0,6000,Any
Sales,URBAN PGM,Gurgaon,3 Months,3 weeks ago,"Business Development, Cold Calling, Interpersonal skills, Market research, Sales Support",159,12500,Any
Business Development,SoDo,WFH,4 Months,3 weeks ago,"Client Relationship, Effective Communication, Sales Strategy",85,10000,Any
SEO,Decode Growth,Delhi,3 Months,3 weeks ago,"English Proficiency (Written), Google AdWords, Search Engine Marketing (SEM), Search Engine Optimization (SEO)",106,8000,Any
Graphic Design,Orufy Technologies,Jaipur,6 Months,3 weeks ago,"Adobe Illustrator, Adobe InDesign, Adobe Photoshop, Adobe Premiere Pro, CorelDRAW, Video Editing",69,7500,Any
Customer Support,Zira Studioz,Coimbatore,4 Months,3 weeks ago,"Client Interaction, Client Relationship, Customer Support, English Proficiency (Spoken), English Proficiency (Written), MS-Excel, MS-Office, Tamil Proficiency (Spoken)",0,3500,Any
Sales,IMS Proschool,Bangalore,3 Months,3 weeks ago,"English Proficiency (Spoken), Social Media Marketing",28,24000,Any
Data Entry,Big Data Trunk,WFH,6 Months,3 weeks ago,MS-Office,1000,2000,Any
Sales,SMSCloud Hub,Ahmedabad,6 Months,3 weeks ago,"Effective Communication, Interpersonal skills, Sales",77,6500,Any
Analytics,Budding Mariners,WFH,4 Months,3 weeks ago,"Decision making, Effective Communication, Email Marketing, English Proficiency (Spoken), English Proficiency (Written), Self-learning, Technical Analysis, Time Management",166,4000,Any
Sales,Recircle,Mumbai,3 Months,3 weeks ago,"Client Relationship Management (CRM), Effective Communication",0,7500,Any
Market Research,Mosaic Wellness,Thane,6 Months,3 weeks ago,Product Development,162,13500,Any
Python Dev,GreyLearn,WFH,3 Months,3 weeks ago,"Canva, Video Marketing",1000,7000,Any
Marketing,Dalchinii Livin Pvt Ltd,Mumbai,6 Months,3 weeks ago,"Adobe Illustrator, Canva, Content Marketing, Content Writing, Graphic Design, Image Editing, Photography, Video Editing, Video Making",123,10000,Any
Operations,Yogaamie,Pune,3 Months,3 weeks ago,"Analytical Thinking, Artificial intelligence, Decision making, Effective Communication, Interpersonal skills, Leadership, Research and Analytics",139,7500,Any
Marketing,Faculty Training Program,Jaipur,6 Months,3 weeks ago,"Creative Writing, Digital Marketing, Email Marketing, English Proficiency (Spoken), English Proficiency (Written), Facebook Marketing, Instagram Marketing, Search Engine Marketing (SEM), Search Engine Optimization (SEO), Social Media Marketing",48,8500,Any
Video Making/Editing,E-StudyPal,Pune,4 Months,3 weeks ago,"Adobe After Effects, Adobe Illustrator, Adobe Photoshop, Adobe Premiere Pro, Creative Writing, English Proficiency (Written), Video Editing",56,12000,Any
Creative Design,I Do Weddings And Occasions,Bangalore,4 Months,3 weeks ago,"Adobe Creative Suite, Adobe Illustrator, Adobe InDesign, Adobe Photoshop, Adobe Premiere Pro, CorelDRAW",53,10000,Any
Sales,Laser Gases,WFH,2 Months,3 weeks ago,"Content Marketing, Email Marketing, Instagram Marketing, Lead Generation, Sales, Sales Strategy, Search Engine Optimization (SEO), Social Media Marketing",265,12000,Any
Content Writing,Baweja Media,WFH,6 Months,3 weeks ago,"Copywriting, English Proficiency (Spoken), English Proficiency (Written)",1000,7000,Any
Graphic Design,Nixa Branding Solutions,Hyderabad,3 Months,3 weeks ago,"Adobe Illustrator, Adobe Photoshop, CorelDRAW",29,9000,Any
Sales,Logic AI Solution,Indore,6 Months,3 weeks ago,"Cold Calling, MS-Excel",0,13000,Any
Business Development,BULA,Jaipur,3 Months,3 weeks ago,"Client Interaction, Effective Communication",0,10000,Any
Video Making/Editing,Quantum Marketing,WFH,2 Months,3 weeks ago,"Adobe After Effects, Adobe Photoshop, Adobe Premiere Pro, Capcut, DaVinci Resolve, Final Cut Pro, Video Editing, Video Making",550,9000,Any
Sales,Dhwani Aurica Pvt. Ltd.,WFH,1 Month,3 weeks ago,"English Proficiency (Spoken), Hindi Proficiency (Spoken)",777,8750,Any
Video Making/Editing,Insane Marketers,Bangalore,3 Months,3 weeks ago,"Adobe Photoshop, Adobe Premiere Pro, Capcut, Creativity, DaVinci Resolve, Final Cut Pro, Motion Graphics, Time Management, Video Editing, Visual Storytelling",64,12500,Any
Sales,MiStay,Bangalore,3 Months,3 weeks ago,"Effective Communication, English Proficiency (Spoken), English Proficiency (Written), Negotiation, Problem Solving, Sales",0,5000,Any
Finance,Magicrete Building Solutions Pvt. Ltd.,Surat,2 Months,3 weeks ago,"Accounting, Effective Communication, Financial Analysis, MS-Excel",26,5010,Any
Marketing,Mosaic Wellness,Thane,3 Months,3 weeks ago,"Content Management, Social Media Marketing",96,18000,Any
Marketing,Punya Publishing Pvt. Ltd.,WFH,5 Months,3 weeks ago,"Cold Calling, Digital Marketing, Email Marketing, English Proficiency (Spoken), English Proficiency (Written), MS-Excel, MS-Office",324,4000,Any
Accounting & Taxation,Amacc Business Solutions Pvt. Ltd.,Hyderabad,3 Months,3 weeks ago,"Effective Communication, Income Tax, MS-Excel, Time Management",336,8000,Any
Content Writing,Potli Ventures Pvt. Ltd.,Gurgaon,2 Months,3 weeks ago,"Content Editing, Content Management, Content Writing, Creative Writing, English Proficiency (Written), Hindi Proficiency (Spoken), Hindi Proficiency (Written), Social Media Marketing, Storytelling",452,13500,Any
AI,PlanCover,Gurgaon,6 Months,3 weeks ago,"APIs, English Proficiency (Spoken), English Proficiency (Written), FastAPI, Flask, Git, Machine Learning, MS-Office, Natural Language Processing (NLP), Python, SQL, Streamlit",1000,32500,Any
Finance,Ciera Advisors LLP,Mumbai,6 Months,3 weeks ago,"English Proficiency (Written), Financial Modeling, MS-Excel, MS-PowerPoint",705,10000,Any
Sales,Real Dating School,Mohali,6 Months,3 weeks ago,"Effective Communication, English Proficiency (Spoken), English Proficiency (Written), Interpersonal skills, Marketing, Sales",0,17500,Any
Sales,KHAM DESIGN,Bangalore,3 Months,3 weeks ago,"Computer skills, English Proficiency (Spoken), English Proficiency (Written), MS-Office",0,4000,Any
Graphic Design,Relinns Technologies,Mohali,6 Months,3 weeks ago,"Adobe Illustrator, Adobe Photoshop, Adobe Photoshop Lightroom CC, Color Theory, CorelDRAW, Effective Communication, Social Media Marketing",131,11000,Any
Sales,FreJun Incorporation,WFH,6 Months,3 weeks ago,"Customer Support, Effective Communication, Sales Support, Scheduling, Technical Support, Time Management",246,11000,Any
Sales,SUNRAYS NIRMAL POWER ENERGY LLP,Gurgaon,2 Months,3 weeks ago,"Business Development, Data entry, Effective Communication, English Proficiency (Spoken), English Proficiency (Written), Interpersonal skills, MS-Excel, MS-PowerPoint, Sales",239,6500,Any
UI/UX Design,Www.startupcoaching.in,Delhi,3 Months,3 weeks ago,"Adobe After Effects, Adobe Creative Suite, Adobe Illustrator, Adobe Photoshop, Adobe XD, Figma, Sketch, UI & UX Design, User Interface (UI) Development, Video Editing, Wireframing",648,11000,Any
Graphic Design,Shabeena Khan,WFH,3 Months,3 weeks ago,"Adobe Illustrator, Adobe Photoshop, Adobe Premiere Pro, Animation, CorelDRAW, UI & UX Design",258,4250,Any
E-Commerce,Astrotalk,Gurgaon,3 Months,3 weeks ago,"Collaboration, Interpersonal skills",794,16500,Any
Marketing,The Jaipur Tradition,Jaipur,2 Months,3 weeks ago,"Creative Writing, English Proficiency (Written), Search Engine Optimization (SEO), Social Media Marketing",76,8500,Any
Sales,Fosterate,Hyderabad,2 Months,3 weeks ago,Effective Communication,471,20000,Any
Web Development,Www.startupcoaching.in,Delhi,3 Months,3 weeks ago,"CSS, HTML, JavaScript, PHP, Search Engine Optimization (SEO), WordPress",1000,11000,Any
Company Secretary (CS),RAVINDRA PUTHRAN,Mumbai,24 Months,3 weeks ago,"Accounting, English Proficiency (Spoken), English Proficiency (Written), MS-Office",0,9000,Any
Video Making/Editing,Slingshot,WFH,6 Months,3 weeks ago,Video Editing,236,1000,Any
Sales,Slingshot,WFH,3 Months,3 weeks ago,"B2B Sales, Cold Calling, English Proficiency (Spoken), Sales",374,26000,Any
Sales,Brevity Incorporated,WFH,6 Months,3 weeks ago,"English Proficiency (Spoken), English Proficiency (Written), MS-Excel",187,11000,Any
Operations,Glider.ai,Bangalore,6 Months,3 weeks ago,MS-Office,362,20000,Any
Marketing,Slingshot,WFH,6 Months,3 weeks ago,"English Proficiency (Spoken), Social Media Marketing",523,8500,Any
Photography,Tillotoma Foundation,Delhi,2 Months,3 weeks ago,"Photography, Video Making",33,0,Any
Marketing,Lord's Convent School,Bhopal,3 Months,3 weeks ago,"Digital Marketing, Facebook Marketing, Instagram Marketing, Search Engine Marketing (SEM), Search Engine Optimization (SEO), Social Media Marketing",47,2500,Any
Law/Legal,Innovsource,Mumbai,3 Months,3 weeks ago,"English Proficiency (Spoken), English Proficiency (Written), MS-Office",57,6000,Any
Marketing,EDUAVENIR SOLUTION PRIVATE LIMITED,Mumbai,3 Months,3 weeks ago,"Facebook Marketing, Instagram Marketing, Social Media Marketing",76,11000,Any
Content Writing,Relinns Technologies,Chandigarh,6 Months,3 weeks ago,"Creative Writing, Digital Marketing, English Proficiency (Spoken), English Proficiency (Written), Search Engine Optimization (SEO), Social Media Marketing",120,10500,Any
Content Writing,Relinns Technologies,Mohali,6 Months,3 weeks ago,"Creative Writing, Digital Marketing, English Proficiency (Spoken), English Proficiency (Written), Search Engine Optimization (SEO), Social Media Marketing",120,10500,Any
Video Making/Editing,Ayush Mishra,Kolkata,3 Months,3 weeks ago,"Audio Editing, Color Correction, Color Grading, DaVinci Resolve, Final Cut Pro, Video Editing, Video Making",39,5750,Any
Sales,Unifit India,Gurgaon,3 Months,3 weeks ago,Sales,30,15500,Any
Web Development,Moonrider,Bangalore,6 Months,3 weeks ago,"Amazon Web Services (AWS), Apache Cassandra, Google Cloud Platforms (GCP), Java, Microsoft Azure",987,22500,Any
Social Media,Outbrand Solutions LLP,Thane,3 Months,3 weeks ago,"Effective Communication, Social Media Marketing",0,9000,Any
Social Media,Outbrand Solutions LLP,Navi Mumbai,3 Months,3 weeks ago,"Effective Communication, Social Media Marketing",0,9000,Any
AI,RST Ecoenergy Pvt. Ltd.,Ghaziabad,4 Months,3 weeks ago,"Arduino, Artificial intelligence, Deep Learning, Machine Learning, Model fine-tuning, Natural Language Processing (NLP), Python, Raspberry Pi",1000,12500,Any
Marketing,Relinns Technologies,Mohali,6 Months,3 weeks ago,"Creative Writing, Digital Marketing, Email Marketing, English Proficiency (Written), Instagram Marketing, Search Engine Marketing (SEM), Search Engine Optimization (SEO), Social Media Marketing",111,11000,Any
Event Management,Peppermint Communications Pvt. Ltd.,Thane,6 Months,3 weeks ago,"English Proficiency (Written), Event Management, MS-Office",61,9000,Any
Event Management,Peppermint Communications Pvt. Ltd.,Dombivli,6 Months,3 weeks ago,"English Proficiency (Written), Event Management, MS-Office",61,9000,Any
Event Management,Peppermint Communications Pvt. Ltd.,Bhiwandi,6 Months,3 weeks ago,"English Proficiency (Written), Event Management, MS-Office",61,9000,Any
